,label,x1,x2
65,4,8.240796,-51.865486
66,4,-20.328651,8.029503
67,1,10.527417,47.55489
68,9,-49.19633,5.227243
69,0,-34.89933,-10.721635
70,6,12.886281,11.132017
71,6,-36.559746,40.8508
72,3,-15.87497,-11.473572
73,2,57.326656,-3.5118113
74,2,58.275154,-5.516846
75,3,26.977312,10.237806
76,3,32.716473,-4.497901
77,7,36.93982,-25.607756
78,7,12.042375,24.651155
79,5,-9.058668,40.013367
80,3,17.547167,-16.175041
81,1,15.266584,50.840134
82,4,-1.1267447,-30.221327
83,9,-10.88386,1.6273633
84,2,34.027397,29.210527
85,9,-41.164944,1.7691896
86,2,52.0036,-3.6956053
87,3,-12.384079,13.678012
88,6,-28.36708,26.547264
89,5,-14.575593,41.932697
90,2,48.01095,0.8495727
91,4,8.933639,-52.540546
92,2,50.903984,-2.192788
93,3,-24.68914,-21.50835
94,1,-9.788761,20.46005
95,1,7.191683,-0.03112422
96,9,-22.546646,20.487795
97,4,-29.072292,-24.713785
98,9,-30.646324,2.4215517
99,3,30.839193,1.9925808
100,7,-3.0074682,14.76925
101,9,-43.12474,7.338185
102,4,-38.68386,-4.9848
103,4,6.306309,-47.37632
104,7,-11.406297,-22.38095
105,2,51.646404,1.2619635
106,9,14.525446,-13.3604355
107,0,-31.307394,-17.184687
108,5,6.9586344,8.552716
109,0,-25.894932,-19.116884
110,8,8.753042,0.8349208
111,8,22.84874,-43.678093
112,9,-42.87278,10.533304
113,5,11.628135,-20.61692
114,6,-36.09869,30.801493
115,9,-36.09162,-0.37424302
116,1,13.479833,48.528824
117,3,21.940742,14.596165
118,4,48.478813,5.2226663
119,5,-9.103693,38.69782
120,2,25.106277,-30.941029
121,9,15.389222,-13.242781
122,9,-49.95524,7.1350574
123,7,25.457647,-34.11312
124,8,-21.367853,-44.223476
125,2,34.069824,-18.92757
126,5,14.623761,37.318714
127,9,-30.47051,2.17267
128,3,18.623276,-4.844516
129,3,32.96711,25.60236
130,5,1.416145,19.724508
131,2,5.127673,8.798799
132,9,-43.125916,-0.27928996
133,7,30.2197,-33.744865
134,6,11.646154,-42.845516
135,3,32.814095,-0.74477774
136,2,60.39305,-6.346002
137,7,33.479652,-31.06458
138,1,18.652609,49.77627
139,3,8.686597,-29.851667
140,5,-12.758459,36.875263
141,3,25.080708,3.3640287
142,7,30.87964,-32.129818
143,8,-0.6485457,-31.382307
144,0,-31.836794,-14.765167
145,7,30.663399,24.382298
146,1,14.7012415,46.027725
147,9,-41.07908,-0.66431653
148,9,-44.769623,1.8128529
149,1,15.219004,25.940697
150,0,-13.011033,-40.394257
151,3,30.572985,4.474848
152,6,-42.842777,45.25026
153,7,38.517036,-29.618738
154,2,22.86724,26.374788
155,6,-31.364542,20.27298
156,3,43.548935,10.028275
157,8,23.932869,-43.863903
158,0,-35.58239,-16.237005
159,6,-41.743687,41.957287
160,5,-4.3552885,-12.476519
161,2,58.84447,-2.8539028
162,6,-1.9436843,-22.970062
163,3,31.752825,26.088118
164,5,-13.669938,36.268353
165,1,10.44429,49.639034
166,5,-10.185504,29.482277
167,5,-0.0031053736,34.420654
168,7,-34.191387,39.6837
169,0,1.2764988,-4.9728003
170,9,8.934536,-21.510891
171,1,8.200276,-18.40107
172,5,-13.473042,18.973015
173,9,-47.87218,4.0404215
174,7,5.9973507,-6.571566
175,6,-15.894193,19.601992
176,6,-32.947124,25.142107
177,5,-11.193538,-29.975096
178,3,12.991778,-16.02589
179,8,20.875734,-0.16017145
180,1,-7.197321,1.6435572
181,1,21.106415,-27.974926
182,7,18.79402,5.092358
183,5,-3.3293755,17.135834
184,0,-31.959517,-16.655415
185,7,-10.165998,17.64643
186,3,12.545712,5.835193
187,5,-7.512988,37.876892
188,2,56.200745,0.46207866
189,8,-10.002533,26.260176
190,1,-11.886813,19.782078
191,8,-8.939683,-49.178646
192,9,-38.437107,6.5317526
193,4,-23.063492,23.386972
194,7,10.769857,-28.282923
195,8,16.294775,37.152435
196,3,-21.629604,3.92307
197,4,21.344446,3.2893028
198,7,5.5673594,-23.746061
199,7,-22.062374,-33.27612
200,3,34.240654,0.5496632
201,4,8.640363,-53.02153
202,1,25.33171,18.901459
203,4,45.677563,0.022133514
204,6,-42.631508,36.996243
205,9,-8.441328,21.18488
206,3,14.486718,-17.22583
207,4,27.526272,-25.663532
208,1,19.454355,27.61932
209,6,-14.000948,-17.068096
210,7,29.053528,-35.775883
211,5,-24.594164,13.885729
212,4,-30.291403,0.3219525
213,8,15.043539,-5.4134445
214,7,-1.6942432,17.126925
215,0,6.0475774,-19.626093
216,5,-19.337069,4.8924284
217,2,34.014652,-19.071213
218,7,39.641838,-30.103895
219,5,31.539793,20.083529
220,3,20.120499,30.70356
221,9,13.869518,-12.993561
222,3,29.421911,4.761035
223,6,-36.59141,39.94419
224,1,8.86758,46.754276
225,7,33.15754,19.687462
226,1,16.829477,50.25122
227,0,23.593763,-23.479233
228,6,31.642443,19.924078
229,7,2.7384086,-15.971792
230,4,6.373069,-52.41456
231,1,-14.008616,-7.4080997
232,7,2.9633658,-30.977575
233,8,14.417271,22.831526
234,0,-36.523212,-21.727736
235,2,53.981823,-6.403066
236,0,11.167445,-8.109985
237,3,26.069832,2.7327468
238,1,10.507519,34.251316
239,4,-13.975844,-7.8103347
240,3,32.995285,25.275148
241,1,14.678054,36.51877
242,6,-23.498281,-7.4746017
243,7,5.1563845,14.786252
244,5,-4.9633374,32.01245
245,0,-14.04585,-5.955531
246,8,-24.602562,-41.919537
247,8,-11.089972,-48.570213
248,4,7.316522,-26.73685
249,1,-14.80787,-2.3389688
250,6,-17.464746,-19.223787
251,6,-44.54572,43.89024
252,6,-39.5388,47.777374
253,4,23.783373,-9.1111965
254,7,18.59761,5.0560207
255,3,21.057554,15.090475
256,2,49.81962,1.652578
257,5,-7.419812,25.500666
258,8,-23.543922,-46.17714
259,2,40.872814,14.229347
260,3,28.675455,1.0966499
261,9,-44.692226,4.094213
262,1,4.207674,35.331005
263,5,-20.358387,-20.72703
264,9,-42.99097,-0.26948887
265,8,-17.18094,-3.9884183
266,4,-15.174404,17.913652
267,1,10.502762,46.640476
268,3,31.187344,1.8979218
269,7,33.589233,-35.028893
270,2,54.907494,-3.965198
271,8,0.4831983,-13.54394
272,1,18.190369,18.888924
273,3,11.842519,-16.558884
274,9,11.595437,-20.61198
275,5,27.93511,24.577309
276,6,-34.80866,44.711834
277,3,31.205166,-3.6384585
278,1,-14.96275,0.38229558
279,8,20.771885,-0.20131573
280,3,28.396946,3.2136872
281,3,-17.602468,5.4071712
282,8,-2.7559187,-33.586308
283,7,-6.455055,-13.52404
284,8,-11.161485,-42.27243
285,5,21.981598,17.106838
286,7,15.270114,9.707013
287,4,10.024273,-54.100307
288,3,-16.538195,-0.83856195
289,1,24.096619,27.829739
290,8,-3.3002648,-30.65738
291,0,-31.942505,-16.72773
292,1,-28.48501,-18.007607
293,7,15.00413,-37.754707
294,1,13.711918,52.04413
295,5,-12.893489,34.55244
296,8,-15.619983,17.753902
297,9,-38.83193,12.096973
298,1,0.9041474,8.750521
299,8,19.683315,6.4553213
300,6,7.542199,-6.8032875
301,6,-28.454525,26.448904
302,7,31.850775,-33.357708
303,5,13.569991,12.727094
304,8,23.349237,9.047085
305,0,12.049971,-5.9020996
306,5,-8.331315,25.339437
307,7,32.245483,-38.519894
308,9,-47.01581,2.6265838
309,9,-6.2999315,28.996622
310,1,13.486819,50.031857
311,4,-5.8125668,10.73575
312,2,46.662296,8.613741
313,4,-27.005274,9.181253
314,1,5.9981794,38.44786
315,6,-37.763645,32.64917
316,0,-40.5573,9.773475
317,4,2.9093642,2.5686169
318,8,-21.785305,-46.93737
319,4,-19.438683,18.592392
320,2,59.741905,-5.6750174
321,6,-34.34184,24.518932
322,9,-41.229507,6.486709
323,0,-44.760418,-22.074047
324,7,29.431133,-35.576553
325,1,17.782042,48.98568
326,3,26.25584,2.0301147
327,0,11.166367,-50.005863
328,0,-40.24227,-23.770834
329,2,60.703064,-2.8848262
330,8,2.018405,-29.95315
331,3,32.16305,4.6734676
332,8,-17.206726,-45.296627
333,3,25.184202,18.46769
334,0,17.565762,36.85255
335,2,-11.951522,-33.4338
336,0,14.386624,37.22131
337,7,1.6038886,-18.028223
338,3,32.25116,25.29164
339,9,15.233925,38.114227
340,1,-16.267147,-28.19009
341,5,11.671913,14.062222
342,4,-8.358869,-11.02903
343,5,42.173637,-28.176933
344,8,-23.045351,-46.58107
345,4,3.6265445,-45.8134
346,2,-7.7137995,9.798215
347,4,-19.933939,-17.8487
348,5,-15.105038,-21.240438
349,0,-40.76954,-26.222696
350,6,-36.474415,34.158527
351,5,-16.669409,32.435997
352,7,-22.029377,-27.733057
353,6,-36.191845,44.244717
354,9,-9.468183,36.26124
355,3,35.119984,2.7323005
356,6,4.6193733,30.548069
357,3,15.914165,-8.092225
358,6,-0.9243072,30.421097
359,4,9.356524,-26.770226
360,6,-28.726294,20.005503
361,4,10.104488,-14.638541
362,5,-9.793484,41.851955
363,7,23.41176,-19.716118
364,9,13.378503,23.213713
365,1,16.038282,53.38017
366,0,-26.865257,-16.365786
367,0,1.9514457,-30.30785
368,9,-51.711056,4.5733395
369,5,-24.402525,17.359772
370,0,-32.234425,-7.6119995
371,5,7.733433,-43.583187
372,1,26.324425,26.298513
373,2,54.74642,-3.6784317
374,6,4.589327,18.936308
375,5,-10.660881,33.47791
376,8,-41.58927,-4.500088
377,6,-42.803223,43.35072
378,7,-18.002337,-15.0445795
379,7,-6.3206105,30.469442
380,0,-22.539164,-19.161129
381,7,-29.437294,-25.269915
382,5,41.5523,-4.448979
383,8,-20.09138,8.712111
384,5,-6.2170453,-5.2537365
385,8,-37.050465,0.029210566
386,1,9.885373,38.47071
387,0,7.1592402,42.049625
388,9,17.383438,-34.661617
389,9,-49.529392,4.0590973
390,4,25.088003,-28.317541
391,6,-34.681076,30.375177
392,0,19.020271,17.550743
393,9,-38.536266,8.2492895
394,0,-32.665714,-8.304707
395,3,29.757313,1.0705376
396,5,-0.9187752,-22.90615
397,6,-14.099348,-2.390589
398,0,-31.188347,22.124441
399,8,-14.609132,-46.83687
400,6,-32.743336,27.346859
401,9,-34.876114,0.5349611
402,6,15.028175,18.951046
403,2,61.07057,-3.7199283
404,8,-19.053556,-44.229782
405,9,14.236748,-13.660377
406,9,-47.429226,8.187849
407,2,52.363503,-0.30192035
408,0,-19.5832,-23.099752
409,3,-8.67338,-41.453827
410,0,-20.081049,-4.5367475
411,4,-21.96535,-22.96152
412,4,49.910805,3.2190638
413,7,32.60455,-39.57953
414,8,23.897688,-43.884853
415,2,-35.8263,6.1161194
416,1,-14.899578,-41.23514
417,9,-45.449562,10.755223
418,3,25.91506,1.000744
419,1,12.938153,48.701447
420,4,41.3439,-28.825624
421,5,4.443245,-32.843094
422,9,51.515854,-8.637906
423,8,-2.6271152,-33.024956
424,1,13.241289,49.38631
425,6,-39.400494,35.052395
426,5,-8.858288,39.33181
427,4,1.4097284,21.533346
428,2,50.95597,-0.845929
429,5,-13.717464,36.431168
430,1,-39.86192,12.199325
431,1,-13.430698,2.6135962
432,2,57.23029,-8.945959
433,6,33.033974,25.98179
434,7,31.842966,-33.408863
435,1,14.531281,36.448177
436,2,46.755943,7.8330665
437,4,11.576504,43.15266
438,7,-18.643389,-15.685055
439,4,5.4162755,-51.677254
440,3,33.031437,1.4928324
441,2,51.834435,3.8578863
442,4,9.937851,-14.59805
443,6,15.49669,15.098413
444,8,9.901168,-39.48727
445,9,-43.115795,0.081448235
446,4,-7.9361153,-23.579172
447,1,10.5002365,45.380653
448,4,-17.221827,-23.445377
449,3,30.874344,-3.6275017
450,7,27.431969,-33.111217
451,3,35.185596,4.145035
452,5,-2.769329,-39.047173
453,5,-10.96949,35.632896
454,4,-38.286514,-24.20451
455,1,15.162676,50.862812
456,6,30.354994,26.609528
457,1,19.075245,25.710728
458,0,-35.92426,-21.222212
459,4,8.178472,-53.994377
460,9,-48.179497,9.379872
461,2,-19.017685,5.5176697
462,4,2.412655,2.007066
463,4,-3.1575754,-26.27449
464,8,6.6677294,4.216669
465,4,42.269028,-28.17919
466,1,6.622388,37.999954
467,4,1.8565342,-52.10336
468,1,16.507566,50.284115
469,4,-3.0376315,-26.29505
470,3,19.165369,-20.382347
471,3,33.143093,-2.1174192
472,8,-29.054146,22.147125
473,7,18.825848,-35.063828
474,8,9.101228,-39.044838
475,2,13.387903,-41.07267
476,7,30.857483,-9.252776
477,1,-38.097733,14.544258
478,4,7.1110044,-16.135006
479,2,-21.813038,-23.630922
480,9,-46.760292,4.3954916
481,3,32.166714,2.1682925
482,1,4.122806,39.931606
483,2,45.112194,10.491938
484,1,9.692951,44.8399
485,1,-7.2799306,25.079458
486,1,5.5109363,8.876189
487,7,-15.924166,1.1956208
488,3,16.057713,-9.466585
489,1,10.373981,49.064365
490,5,-16.22633,-1.7595451
491,8,-22.504093,-48.394566
492,7,-12.753961,-49.428898
493,4,-23.584295,10.110473
494,7,19.487928,9.918927
495,5,-9.642385,35.66119
496,8,-26.873861,-36.87143
497,2,49.802143,-8.50361
498,9,18.34382,18.639357
499,7,26.443613,-29.075876
500,2,7.391144,-19.616571
501,8,-20.443708,-39.71903
502,6,-39.842728,37.153606
503,2,44.480743,-4.3983026
504,9,7.9613934,6.585847
505,8,16.690424,-17.882494
506,4,-8.251564,18.3916
507,0,-38.68045,-24.283627
508,4,31.428013,-7.564471
509,4,-35.813553,-17.478327
510,8,-8.409993,-31.986483
511,5,-13.742024,28.853956
512,3,23.944336,-10.165861
513,3,31.817032,0.07550294
514,9,-30.789907,5.2440734
515,8,14.4628525,12.183952
516,0,9.36453,22.383198
517,4,43.8351,5.5811043
518,1,12.086147,50.678154
519,7,27.456512,4.9664836
520,6,-42.620472,44.008587
521,9,-37.075596,6.523202
522,9,4.3908787,-27.50888
523,7,6.1970167,42.87251
524,1,8.861658,51.479683
525,1,14.090214,21.084398
526,6,-6.5779634,37.41159
527,8,-25.263058,-46.5351
528,8,-0.7611135,-36.364895
529,8,-21.141682,-43.73312
530,3,-2.8235745,15.197579
531,9,5.9336243,-46.38859
532,6,1.3801651,8.813043
533,6,-37.99612,33.249214
534,9,49.1713,4.4285274
535,8,-2.8024178,16.595005
536,6,-31.022373,27.020144
537,4,7.4728227,-52.476673
538,4,9.239281,49.015522
539,3,25.216515,18.487394
540,1,-21.73329,-0.56141907
541,3,0.9552791,16.00164
542,6,-28.938507,22.409426
543,5,-16.361898,26.373594
544,1,21.234812,17.081596
545,9,-30.73593,5.1463637
546,0,-32.14269,-21.673038
547,2,1.5033975,-33.014866
548,2,0.72267056,-13.670488
549,0,-48.77662,10.105553
550,5,-28.26635,4.403946
551,7,-26.970953,2.4720645
552,8,-34.89458,18.56646
553,3,28.729986,3.928065
554,0,-41.61443,-23.025387
555,2,21.489271,30.419514
556,4,-47.32982,6.0163307
557,1,-1.3101898,29.636974
558,1,5.523951,38.119686
559,3,33.17447,1.4865913
560,1,10.858803,49.256374
561,4,-3.9515226,-22.226892
562,3,17.672155,2.7696466
563,6,-36.602203,-3.8290572
564,0,-29.646141,-20.534771
565,7,22.695469,-28.96803
566,3,34.87352,3.3502507
567,9,15.208216,37.67057
568,8,-18.72843,-42.431805
569,2,-9.7052765,-0.02872143
570,8,50.056583,-13.0440445
571,1,14.944886,51.08527
572,3,32.588127,0.529728
573,2,51.509808,1.3172351
574,4,36.97496,-26.290697
575,7,21.565336,45.060127
576,3,3.81681,1.6473911
577,6,0.3757668,27.676788
578,9,-18.09966,-34.483326
579,9,-51.38669,6.770881
580,4,-30.329847,1.4098278
581,1,15.995817,44.162994
582,4,8.142534,-51.892807
583,3,-16.523655,7.5949464
584,7,4.3863854,24.385624
585,2,61.556698,-4.8858733
586,2,10.115185,-8.242895
587,2,24.393133,29.943855
588,5,-15.841395,25.45817
589,3,-42.52093,11.072234
590,5,-4.385885,32.13582
591,6,14.920225,2.400725
592,6,-42.12401,45.9096
593,3,28.95542,2.4907897
594,6,-24.513742,-9.697131
595,3,26.897243,-3.1321821
596,8,-10.888,10.649792
597,5,-16.528961,39.35964
598,0,-39.538265,-25.72659
599,4,5.636431,-52.23999
600,3,-7.3113627,-7.2036395
601,6,0.96277857,29.053885
602,4,25.094557,25.247189
603,3,26.7665,8.484595
604,6,-34.346752,21.462276
605,1,16.677578,31.665194
606,5,-21.421968,8.977089
607,2,59.650604,-1.2328205
608,4,20.074163,11.860998
609,2,10.03392,-21.719696
610,3,-23.034597,-39.01307
611,9,-26.537348,1.1175262
612,0,-23.139591,-16.415844
613,5,-21.292044,22.605818
614,8,-6.305751,16.167892
615,2,-24.323399,-10.83931
616,3,-17.322123,1.6000742
617,7,33.982548,-35.169277
618,3,34.965878,3.6504045
619,3,28.982023,3.3605695
620,0,-41.573,-23.370043
621,4,1.4956063,4.574935
622,0,-21.326963,-9.551041
623,9,18.672691,17.889296
624,8,-9.767572,-34.475357
625,1,-27.744015,-27.911411
626,2,51.152092,-0.38384768
627,6,-35.89709,26.486042
628,1,18.021141,49.739967
629,6,-35.20295,40.263176
630,0,-14.075895,-5.530214
631,1,10.321944,48.073685
632,0,38.040768,-30.035503
633,7,2.2144163,18.57489
634,2,46.209084,2.3811584
635,3,-19.939499,16.464314
636,2,6.9982433,13.959505
637,6,-37.38209,31.297148
638,9,-35.315845,5.978778
639,5,-11.035805,30.64632
640,8,-25.041803,-44.85299
641,2,53.965645,-9.876106
642,8,-19.857937,-45.68708
643,1,20.095322,48.528954
644,1,11.651576,-25.344397
645,4,-6.8907294,10.021694
646,4,7.782981,-17.807323
647,0,-12.468753,-8.495065
648,2,59.516647,-0.9603545
649,1,25.25574,18.79672
650,8,-14.069432,-47.68045
651,2,-17.745754,33.586754
652,9,-42.613968,5.481494
653,7,-3.0692623,14.436748
654,6,-44.08403,43.772316
655,1,10.342555,41.161766
656,9,19.161827,19.14664
657,9,-48.03103,0.7512967
658,0,-2.4907093,-20.614748
659,6,-41.100063,41.799213
660,1,16.909973,50.230995
661,4,16.754341,19.737715
662,8,-20.585375,-41.042313
663,2,16.652414,-17.669897
664,3,26.119137,0.9994965
665,0,-4.69683,-20.9941
666,9,5.8960896,-46.539165
667,8,2.4045153,6.4662633
668,6,-42.32545,37.473915
669,5,-11.39475,35.943825
670,5,14.298232,11.372856
671,9,-43.23339,7.6861725
672,1,10.65305,36.100964
673,6,-35.164665,33.7713
674,1,11.194057,44.474113
675,1,19.565935,52.642174
676,6,-37.61843,44.07996
677,9,-40.21742,12.263933
678,4,-26.392548,8.173706
679,0,-17.71527,2.226115
680,2,62.085567,-2.5639713
681,6,8.446022,2.401195
682,3,26.78233,-3.4540925
683,8,-21.027702,-34.58588
684,4,41.960526,-28.327902
685,4,-6.617009,-5.2221365
686,4,-35.07412,-21.157541
687,3,11.121558,-28.131674
688,1,17.28741,50.00746
689,3,-10.389323,-7.3274007
690,5,-12.736863,34.37542
691,7,2.9427855,17.290308
692,7,32.90095,-24.391672
693,4,6.295625,-46.86377
694,4,-3.5573902,11.871952
695,7,6.3681436,48.847504
696,7,-22.14867,-21.053484
697,7,27.358738,-30.94682
698,4,15.962561,-24.974268
699,9,-35.387527,10.818345
700,9,-45.998493,0.106261194
701,6,14.659662,-25.546627
702,7,-9.405615,-23.552387
703,0,-32.38944,-7.8888707
704,9,-42.745296,12.812867
705,1,19.479948,39.53193
706,9,-48.684444,4.537146
707,1,24.15874,5.9958453
708,9,-1.5761942,6.708838
709,2,47.612843,1.0943594
710,6,-6.6309805,13.663935
711,7,34.549156,-36.04563
712,3,13.857434,-17.39114
713,4,29.664265,22.22565
714,2,33.770206,29.376518
715,3,26.875505,1.9950453
716,6,-39.635006,46.399834
717,7,27.708012,4.812394
718,5,1.8487909,-13.0537615
719,1,17.942163,49.546284
720,3,24.431856,0.47687823
721,6,21.811882,-26.166212
722,9,14.456793,-15.303905
723,5,4.484181,-32.742085
724,6,-0.26414296,-0.16153997
725,9,8.31512,-6.610831
726,4,6.188451,-47.462635
727,5,17.955294,-0.69978726
728,0,-35.043255,-23.863869
729,0,1.6880826,-25.507568
730,8,-22.000877,-45.387028
731,4,26.881084,-25.482006
732,2,30.614475,24.935652
733,4,7.442907,-35.975655
734,7,33.554676,-31.06968
735,8,-13.580122,-32.358658
736,0,-14.879675,-4.3189588
737,7,31.997347,24.885078
738,5,8.008424,8.006259
739,6,-39.317238,37.488815
740,9,-51.52965,2.5601249
741,3,26.71599,4.286142
742,1,19.324812,52.290768
743,3,8.310047,-12.024013
744,4,3.4529903,-18.255169
745,5,26.59519,-17.832268
746,3,-12.520738,-49.523716
747,0,-39.930588,-23.31312
748,9,-38.511696,11.000502
749,9,45.967636,-10.038005
750,9,-48.242783,3.7979367
751,3,27.781633,26.51203
752,2,-2.0258002,-13.3033
753,5,-3.0469744,16.024752
754,4,20.499237,27.298166
755,8,-0.89922905,22.891008
756,6,-42.533485,38.021957
757,5,-8.185089,39.104527
758,6,-34.515347,24.768406
759,9,-29.781755,11.72047
760,7,-18.995846,12.858918
761,9,-46.742256,1.0844549
762,5,26.220158,21.692772
763,0,-24.44169,-16.898857
764,6,-38.102818,44.80428
765,4,32.96501,-1.0916079
766,0,-42.723007,-21.740152
767,4,-40.932606,4.315818
768,1,-37.64668,29.996561
769,6,-33.562283,35.435787
770,0,-38.54508,9.158968
771,6,-31.172188,21.404589
772,7,1.7664248,19.146938
773,1,-3.4230597,15.5141115
774,3,0.110626854,17.034359
775,6,25.794594,22.542267
776,5,51.71773,3.8829246
777,1,-14.264972,2.1785355
778,8,1.9155865,4.826464
779,9,-47.13142,1.0316455
780,9,-29.00221,19.16909
781,1,-10.022206,12.487121
782,9,-35.544014,10.999487
783,4,-11.843299,-2.814094
784,9,-25.127851,13.758754
785,8,24.50523,-40.04787
786,6,5.975947,-1.1951835
787,4,1.0773158,2.8347104
788,9,-11.256258,-12.976688
789,5,-13.314985,33.549026
790,3,10.568596,-28.818478
791,9,-47.250046,9.754238
792,5,0.966542,27.654594
793,4,11.678534,51.245895
794,0,-22.342953,-17.974617
795,0,-41.17985,-24.5773
796,6,-39.650074,47.81814
797,4,-37.20068,-25.460672
798,1,18.319548,39.130028
799,1,14.824729,35.11407
800,4,8.950362,-23.038666
801,1,19.009794,29.2305
802,5,23.817947,-40.65921
803,2,4.7457695,4.111561
804,1,12.25812,49.458084
805,0,-48.36947,9.3620405
806,2,60.686516,-6.6082897
807,8,12.02296,4.936314
808,0,-20.263136,-21.363188
809,8,-35.925827,14.0293
810,5,39.413395,-29.388924
811,8,-9.809219,-34.40284
812,4,9.429916,-49.789383
813,5,1.958721,-29.597198
814,1,10.173095,37.727932
815,9,32.0217,-8.781593
816,8,12.460952,2.8342996
817,1,3.8211524,-10.093035
818,5,-11.288275,33.802395
819,0,-41.48929,-23.143744
820,5,-5.500691,-26.083065
821,4,10.536944,-49.233658
822,6,-35.756805,23.417515
823,6,-33.68944,37.62234
824,8,16.007278,37.26553
825,8,-21.167772,-49.032818
826,9,-42.783928,12.240812
827,3,-13.855302,-6.7827487
828,0,20.578241,10.363129
829,8,-24.355906,13.907646
830,0,-10.35607,-22.677242
831,2,-20.7053,-6.222105
832,0,-23.06908,21.193789
833,5,30.670511,19.539629
834,1,4.713741,3.4643197
835,3,-2.1304598,19.409775
836,2,-21.256245,-6.327614
837,3,17.874718,-13.754459
838,0,9.667745,41.921684
839,6,-19.955645,8.769883
840,7,23.213976,-26.1051
841,1,8.944445,51.582893
842,6,-39.917915,44.839
843,6,-34.43031,40.612892
844,4,-30.085047,0.6588334
845,5,10.983032,13.763769
846,0,6.287941,41.922714
847,0,-13.0754385,10.906541
848,8,50.033672,-13.030294
849,1,22.59368,30.41493
850,0,-40.463776,-24.683079
851,6,7.902264,-50.39455
852,7,7.695872,0.23243327
853,3,17.145344,-5.6421843
854,2,42.584812,-0.45024404
855,2,45.05505,-3.051381
856,2,58.790337,-5.192691
857,7,-3.039102,-16.85179
858,2,25.521866,-40.85529
859,3,30.333359,22.993
860,6,-4.543107,-18.64829
861,0,-34.535313,-10.190015
862,4,-39.416996,-27.982077
863,9,4.940069,-14.349334
864,6,0.19072908,27.683596
865,6,-35.309734,32.47982
866,3,25.879213,0.83726144
867,1,3.842576,13.74318
868,6,-19.459822,-35.92678
869,2,30.584839,24.848583
870,3,-41.464157,33.487587
871,5,-16.391712,38.751026
872,1,5.3277335,-11.674947
873,6,-36.881676,40.585728
874,8,6.5170794,9.879781
875,3,27.78107,26.367125
876,5,-22.524364,-23.762743
877,5,2.023218,-11.446124
878,5,-16.579062,34.260796
879,4,6.8072467,-34.187565
880,1,16.955618,25.117144
881,8,-22.080887,22.209394
882,3,26.739462,4.281236
883,2,56.319805,0.9826968
884,1,8.908913,51.555737
885,7,32.31828,-24.290285
886,2,20.6713,25.864738
887,9,-50.33276,4.1583986
888,7,6.88088,43.95839
889,5,-15.93208,36.3706
890,1,21.85827,6.9880443
891,9,11.88054,-19.575287
892,7,30.152996,-31.354519
893,3,-9.979227,-7.565599
894,8,-21.98034,-37.40348
895,9,-39.015026,-2.2830055
896,1,17.40258,28.950592
897,9,-21.847246,6.300965
898,0,22.56583,8.274197
899,0,-40.911766,-22.858372
900,2,41.092884,-6.073867
901,1,14.375864,48.49662
902,2,4.984473,-15.340752
903,9,0.30674362,-17.295305
904,0,11.307177,5.800114
905,8,13.617948,12.135447
906,7,32.12865,-34.42192
907,3,26.041962,2.7534893
908,4,41.714973,-28.501928
909,0,-24.75263,-7.9659915
910,9,3.5644176,-45.44005
911,9,-44.81817,6.2705693
912,6,-40.99958,42.871483
913,8,45.764004,8.249531
914,5,-11.073698,30.622782
915,7,6.2327423,6.420909
916,2,56.994656,-0.85646546
917,0,-39.78865,-22.758701
